neighborhood,room_arrangement,house_type,square_meters,price_including_loans,price_per_square_meters,built_in,floor,has_elevator,shape,lot,energy_classification
Kivihaka,"3h, k, rt, s, 2...",rowhouse,97.0,375000,3866,1957,-1/2,False,satisfactory,owned,D-2018
Vallila,2-3h+avok.,apartment,58.0,400000,6897,1927,2/4,False,good,owned,G-2013
Herttoniemi,"3-4h, k, kph, parv",apartment,69.5,430000,6187,1956,5/8,True,good,rented,G-2013
Pihlajamäki,3h+k,apartment,80.0,212500,2656,1977,2/5,True,good,owned,D-2018
Itä-pasila,"3 - 4h, avok, k...",apartment,81.5,310000,3804,1977,4/12,True,satisfactory,rented,F-2013
Mellunmäki,"3-4 h, k, kph, ...",apartment,86.0,200000,2326,1968,2/3,False,good,owned,E-2007
Vuosaari,3h+k+khh+s,apartment,87.0,325000,3736,1999,4/5,True,good,rented,D-2013
Torpparinmäki,"3h, k, s, kph, ...",rowhouse,108.0,387000,3583,1989,2/2,False,good,owned,E-2013
Katajanokka,"3h, avok, kph, ...",apartment,110.0,1260000,11455,1911,4/6,True,good,owned,E-2007
Kannelmäki,"3 h, k, kph, p",apartment,60.0,228000,3800,1958,2/4,False,good,rented,G-2013
Munkkivuori,"3h, k, las.parveke",apartment,62.0,360000,5806,1960,1/3,False,good,rented,D-2018
Viikinmäki,"3 h, avokeitti&...",apartment,63.5,335338,5281,2021,3/5,True,good,rented,C-2013
Siltamäki,3h+avok+kph+khh...,apartment,66.0,249000,3773,2017,2/6,True,good,rented,C-2013
Lauttasaari,"2-3h,k,kph ja w...",apartment,68.5,465000,6788,1939,1/4,False,good,owned,F-2013
Suutarila,3h+k+saunaosasto,rowhouse,72.0,245000,3403,1989,1/2,False,satisfactory,owned,
Puistola,3+k+kph+s+eril.wc,rowhouse,75.5,274000,3629,1985,1/1,False,good,rented,D-2007
Munkkiniemi,"3h, halli, k, k...",apartment,79.5,502500,6321,1939,5/6,True,satisfactory,owned,E-2007
Mellunkylä,"3h, k, s, kella...",townhouse,83.0,295000,3554,1961,-1/2,False,satisfactory,owned,
Viikinmäki,3h+k+kph+vh+eri...,apartment,87.0,365000,4195,2014,3/4,True,good,rented,C-2007
Katajanokka,"2h, alkovi, k, kph",apartment,92.9,920000,9903,1904,5/5,True,good,owned,D-2007
Kaarela ,3h+k+kph+s,rowhouse,64.5,315000,4884,2017,2/2,False,good,rented,C-2013
Lassila,3 h+k+s,apartment,75.5,281000,3722,1981,1/4,True,,owned,G-2018
Roihuvuori,"3 h, avok, kph,...",apartment,63.3,280000,4423,1960,3/4,False,good,rented,G
Käpylä,3h+k+khwc+p,apartment,64.0,355000,5547,1952,2/3,False,satisfactory,rented,E-2018
Hakuninmaa,"3h, keittiö...",rowhouse,64.5,343000,5318,2017,1/2,False,good,rented,C
Konala,"3h, k, kph, vh ...",apartment,69.0,230000,3333,1963,1/4,True,satisfactory,owned,F-2018
Kontula,"3h, k,kph, vh",apartment,72.0,110000,1528,1967,5/8,True,satisfactory,rented,G
Itäkeskus,"3h, k, kph + la...",apartment,74.5,217000,2913,1977,5/5,True,good,rented,E-2018
Konala,"3h, avokeitti..",apartment,68.0,320000,4706,2013,2/4,True,good,rented,C-2018
Hermanni,3h+k+kph+parveke,apartment,70.0,403000,5757,1956,3/4,True,good,rented,E-2007
Kamppi,3h+k (Todellisu...,apartment,80.1,590000,7366,1952,5/8,True,satisfactory,owned,C-2013
Suutarila,"3 h, avok, s, k...",rowhouse,81.5,270000,3313,1979,2/2,False,good,rented,E-2007
Laajasalo,3h+k+s,apartment,88.5,420000,4746,2009,2/7,True,good,owned,D-2018
Kaarela,"3h, k, 2xwc, ps...",rowhouse,91.0,370000,4066,2008,2/2,False,good,owned,E-2013
Viikinmäki,"3 h, avokeitti&...",apartment,57.0,286850,5032,2021,2/5,True,good,rented,C-2013
Kuninkaantammi,3h+avok+kph+s ,apartment,69.5,345000,4964,2019,4/4,True,good,owned,C-2018
Oulunkylä,3h+kk+s+irt.v+,apartment,77.0,363000,4714,2013,2/5,True,good,rented,A-2007
Hakuninmaa,3h+k+s,rowhouse,79.5,263000,3308,1986,2/2,False,satisfactory,rented,F-2007
Laajasalo,"3h, keittiö...",rowhouse,82.0,304000,3707,1977,-1/2,False,satisfactory,rented,D-2018
Etelä-haaga,3h+k+kph+wc+s (...,apartment,84.0,290000,3452,1957,3/4,False,good,owned,E-2018
Malmi,"3-4h, k, 2xkph,...",rowhouse,102.0,277000,2716,2000,1/3,False,satisfactory,owned,
Myllypuro,3h+k,apartment,67.5,190000,2815,1964,3/3,False,good,rented,D-2013
Veräjälaakso,"3h, k, s",apartment,68.0,230000,3382,1997,5/5,True,satisfactory,rented,D-2018
Kruunuvuorenranta,3h+k+kph+vh+las...,apartment,69.0,335000,4855,2016,5/5,True,good,rented,C-2018
Itä-pasila,"3h, k, kph, wc, p",apartment,74.0,295000,3986,1977,5/13,True,satisfactory,rented,F-2013
"Malminkartano, kaarela","3h, k, s/kph/wc...",apartment,74.5,182000,2443,1990,1/5,True,satisfactory,rented,F-2013
Paloheinä,"3h, avok., kph,...",rowhouse,74.5,310000,4161,1985,1/1,False,good,rented,E
Pikku-huopalahti,3H+K,apartment,77.0,354000,4597,1990,2/4,False,satisfactory,rented,F-2013
Lassila,"3h, k, kph, s, ...",apartment,80.0,268000,3350,1982,2/3,False,satisfactory,owned,G-2013
Kuusisaari,3 h + k + kph +...,apartment,90.0,460000,5111,1984,1/1,False,satisfactory,owned,G-2013
Pitäjänmäki,3 h+k+kph+wc+s+...,apartment,72.5,235000,3241,1980,2/6,True,good,owned,D-2007
Kontula,3h+k+kh+wc+p,apartment,77.5,190000,2452,1966,5/8,True,satisfactory,rented,F-2013
Töölö,"3h, k ja kph (y...",apartment,86.0,460000,5349,1927,3/6,True,satisfactory,owned,G-2013
Etu-töölö,3h+k+s,apartment,94.5,767000,8116,1932,1/4,True,good,owned,E-2015
"Pitäjänmäki, reimarla",3h+avok+kph+3xv...,rowhouse,57.0,261000,4579,1966,1/2,False,satisfactory,owned,E-2007
Itä-pasila,"3h,avok,kh sis....",apartment,63.0,339000,5381,1976,1/13,True,good,rented,D-2007
Pasila,3h+kt,apartment,64.0,369600,5775,2021,8/8,True,good,rented,B-2018
Mellunmäki,3h+k+kph+s+parveke,apartment,74.5,198000,2658,1987,3/3,False,good,rented,E-2013
Mellunmäki,"3h, k, kph, s, ...",apartment,75.5,208000,2755,1978,4/5,True,good,owned,E-2013
Viikki,"3h, keittiö...",apartment,77.0,365000,4740,2004,4/6,True,good,owned,F-2013
Malminkartano,"3h, k, kph, s, ...",apartment,80.0,220000,2750,1990,3/3,True,satisfactory,rented,C-2018
Marjaniemi,"3h, k, s, tkh, ...",rowhouse,174.5,515000,2951,1989,1/2,False,satisfactory,owned,E
Kallio,3h+k+rt+kph+et+...,apartment,66.0,349900,5302,1973,5/7,True,good,owned,E-2013
Maunula,"3h, k, kph, parv.",apartment,71.5,270000,3776,1959,3/4,True,satisfactory,rented,F-2013
"Kivihaka, etelä-haaga","3 h, avok, vh, ...",apartment,72.0,358000,4972,1962,2/3,False,good,rented,E-2013
Puotila,3h+k+kph+vh+p (...,apartment,60.0,220000,3667,1961,1/3,False,good,rented,E-2007
Taka-töölö,2-3h+kk+s+parveke,apartment,65.5,660000,10076,2000,3/6,True,good,owned,F
Vallila,"3h, avokeitti..",apartment,56.0,308500,5509,1938,2/3,False,good,rented,G-2013
Laajasalo,3h + k + kph + ...,apartment,71.2,187500,2633,1969,3/5,True,good,rented,E-2013
Munkkivuori,"3h, k, kph, sau...",apartment,72.2,385000,5332,1957,3/4,False,good,rented,G-2013
Herttoniemenranta,"3h, k, rt, kph,...",apartment,80.5,440000,5466,2007,2/7,True,good,owned,E-2013
Vuosaari,"3h, avokeitti..",apartment,65.5,257000,3924,2000,3/4,True,satisfactory,rented,F
Myllypuro,"3h, k, kph/wc, ...",apartment,67.0,221500,3306,1966,1/3,False,good,rented,D-2018
Punavuori / kamppi,3H+K+S,apartment,102.0,1390000,13627,2022,4/6,True,good,owned,C-2013
Siltamäki,"3 h, avok, s, k...",rowhouse,61.0,270000,4426,2019,2/2,False,good,rented,C-2013
Toukola,"3h, k, kph, las...",apartment,64.0,405500,6336,1958,2/4,False,good,rented,E-2007
Maunula,3-4 h+k+s,apartment,98.0,439000,4480,2015,1/2,True,good,owned,C-2013
Lauttasaari,"3h,k,kph,vh (3h...",apartment,74.0,516500,6980,1950,2/4,False,good,owned,E-2018
Kontula,3h + k,apartment,75.0,139000,1853,1967,1/3,False,satisfactory,owned,G-2013
Myllypuro,3-4h + k + 2x k...,rowhouse,85.5,328000,3836,2007,1/2,False,good,owned,
Kallio,"3h, k, kph, las...",apartment,62.0,395000,6371,1961,2/6,True,good,owned,G-2013
Mellunmäki,"3h, k, lasitett...",apartment,73.0,131000,1795,1968,3/3,False,good,owned,
Toukola,"3h, keittiö...",apartment,74.0,390000,5270,1962,3/3,False,satisfactory,rented,F-2013
Vuosaari,"3h, k, s + parveke",apartment,79.5,230000,2893,1993,4/5,True,good,rented,
Suurmetsä,3h+k+kph+las.pa...,apartment,80.0,115000,1438,1972,1/3,True,good,rented,F-2015
Itä-pasila,"3h, k, rt, kph,...",apartment,81.0,310000,3827,1977,10/12,True,good,rented,F-2013
Roihuvuori,"2-3 h, avok, kp...",apartment,53.0,281000,5302,1957,2/4,False,good,rented,E
Viikki,3h+avok+kph+s+l...,apartment,63.0,295000,4683,2015,3/4,True,good,rented,C-2013
Pohjois-haaga,"3h, k, kph/wc, p",apartment,73.0,355000,4863,1953,3/3,False,good,owned,E-2013
Eiranranta,"3h,k,kph,s,eril...",apartment,104.0,1100000,10577,2007,5/8,True,good,owned,F-2013
Oulunkylä,"3h, k, kph, vh,...",apartment,64.0,298000,4656,1965,2/3,False,good,owned,F-2013
Etu-töölö,3h+kk+wc+halli+et,apartment,72.0,415000,5764,1929,5/7,True,satisfactory,owned,E-2018
Kannelmäki,"3h, k, kph + la...",apartment,74.5,190000,2550,1973,2/3,True,good,rented,D-2007
Pikku huopalahti,3h+k,apartment,74.5,305000,4094,1989,1/5,True,satisfactory,rented,E
Pitäjänmäki,"3h, k, s, vh, l...",apartment,79.5,200000,2516,1973,2/6,True,satisfactory,owned,F-2013
Pohjois-haaga,"3, k, kph, eril...",apartment,80.5,210000,2609,1972,3/3,True,satisfactory,owned,E-2018
Lassila,"3h, avok, erill...",apartment,80.5,310000,3851,1981,2/4,True,good,owned,D-2018
Katajanokka,"3h, k, kph, wc,...",apartment,112.0,990000,8839,1912,2/6,True,good,owned,
Punavuori,3h+kk+2kph,apartment,115.5,945000,8182,1875,2/4,False,good,owned,G-2013
Tapaninkylä,3h+k+2wc+kph/s+...,rowhouse,155.0,375100,2420,1990,1/2,False,good,owned,E-2013
Kallio,"3h, kk, kh",apartment,45.0,301000,6689,1960,4/7,True,satisfactory,owned,D-2007
Pohjois-haaga,3h+k,apartment,63.0,342000,5429,1955,4/4,True,good,owned,F-2013
Pohjois-haaga,3h+k+p,apartment,68.0,226500,3331,1972,2/3,False,good,owned,E-2018
Lassila,"3h, k, kph, vh,...",apartment,70.5,221000,3135,1980,2/3,False,good,owned,E-2007
Jätkäsaari,"3h, avok, kph, ...",apartment,78.0,690000,8846,2015,6/7,True,good,owned,E-2018
Myllypuro,"3-4h, k, kph, s...",apartment,92.0,335000,3641,2009,2/5,True,good,rented,D-2007
Vuosaari,3h+k+s,apartment,64.0,396000,6188,2006,20/26,True,good,owned,E-2013
Kannelmäki,"3h+k, 2 parveketta",apartment,68.0,208500,3066,1976,2/3,False,good,rented,F-2007
Kivihaka,3h+k+kh+s+vh+p,apartment,72.0,299000,4153,1978,3/3,False,good,owned,F-2013
Tapaninvainio,3h+k+s,rowhouse,72.0,344000,4778,1979,1/1,False,good,owned,
Puistola,3h+k+s+piha,rowhouse,80.0,265000,3313,1989,2/2,False,good,rented,E-2013
Aurinkolahti,3 h + kk + s + p,apartment,64.5,264000,4093,2003,3/6,True,good,owned,
Kallio,3h+k,apartment,74.0,340000,4595,1971,1/6,True,,owned,G-2013
Munkkivuori,3h+k+kph+parveke,apartment,62.5,305500,4888,1957,1/5,False,good,rented,G-2013
Kallio,"3h, k, kph, par...",apartment,63.5,357500,5630,1981,2/6,True,satisfactory,owned,G-2013
Kallio,"3h, k, saunaos,...",apartment,67.0,585000,8731,1894,4/4,True,good,owned,D-2018
Puistola,3h+k+kph+eril.w...,rowhouse,81.0,293000,3617,1989,-1/2,False,good,owned,E-2018
Malmi,3h+k+s,apartment,85.5,255000,2982,1983,3/3,False,good,rented,E-2013
Oulunkylä,"3-4 h, k, kh, e...",apartment,91.5,295000,3224,1981,2/2,False,good,owned,E-2013
Kontula,"3h, k, vh, kph,...",apartment,66.0,145000,2197,1967,7/8,True,good,rented,C-2018
Alppiharju,"3h, avok, kph, ...",apartment,73.0,457000,6260,1985,4/7,True,good,owned,E-2013
Meri-rastila,"3h, k, piha",apartment,75.0,195000,2600,1991,1/3,False,good,rented,E
Pasila,3h+kt,apartment,78.0,481600,6174,2021,8/8,True,good,rented,B-2018
Kallio,3h+k+kph/s+parveke,apartment,80.0,440000,5500,2008,3/7,True,good,rented,D-2007
Punavuori,"3h, k, kph, par...",apartment,80.5,650000,8075,1918,3/4,False,satisfactory,owned,G-2013
Ullanlinna,3h+k+sauna+parveke,apartment,130.0,1335000,10269,1897,3/5,True,good,owned,G-2013
Myllypuro,"3h, k, kph, las...",apartment,61.5,195000,3171,1964,5/8,True,good,rented,D-2007
Munkkivuori,"3h,k",apartment,66.0,340000,5152,1957,4/4,False,good,rented,E-2007
Lassila,"3h, k, kph, s, ...",apartment,80.5,260000,3230,1981,3/4,True,satisfactory,owned,D-2018
Paloheinä,"3h, k, sauna, v...",rowhouse,84.0,296000,3524,2001,2/2,False,good,rented,C-2018
Koskela,3H+KT,apartment,61.5,396000,6439,2021,7/7,True,good,rented,A-2018
Herttoniemi,3h+k+s+lasit.pa...,apartment,78.5,435000,5541,2000,3/5,True,good,owned,F-2013
Etelä-haaga,"3h, k, kph, las...",apartment,81.0,449000,5543,1960,4/4,True,good,owned,D-2007
Puistola,3h+k+rt,rowhouse,90.0,310000,3444,1970,1/1,False,good,owned,
Puotila,"3h, k",apartment,69.0,196000,2841,1962,4/4,False,good,rented,E-2007
Tapaninvainio,"3h, k, s, las. ...",apartment,71.5,254500,3559,1994,1/2,False,good,owned,F
Tapaninvainio,"3h, k, kph, eri...",apartment,76.0,230000,3026,1995,-1/3,False,good,owned,E-2007
Lauttasaari,"3h, k, kph, wc,...",apartment,78.5,430000,5478,1974,2/7,True,good,owned,E-2013
Suutarila,3h+k+kph+s+eril...,rowhouse,79.5,229000,2881,1985,-1/2,False,good,rented,F-2013
Etelä-haaga,"3h, k, kh, las....",apartment,66.0,340000,5152,1960,1/3,False,good,owned,E-2007
Alppila,"3h, avok, kph/w...",apartment,67.0,475500,7097,2016,2/8,False,good,rented,C-2013
Sörnäinen,"3h, avok, kph, ...",apartment,54.5,299000,5486,1995,4/7,True,good,rented,D-2007
Malmi,"3h, k, kph, vh, p",apartment,72.5,178000,2455,1980,3/3,False,good,rented,D-2018
Näkinpuisto,"3h, k, s, kh, w...",apartment,77.0,450000,5844,1983,2/8,True,satisfactory,owned,E-2013
Kannelmäki,3h+k,apartment,77.5,215000,2774,1976,3/4,True,good,rented,
Kluuvi,"3h, k, kph",apartment,86.0,602000,7000,1906,1/4,False,good,owned,G-2013
Veräjälaakso,"3h, k, s",apartment,67.0,255000,3806,1997,5/5,True,good,rented,E-2007
Itäkeskus,"3h, k, s, kph, ...",apartment,76.0,218000,2868,1981,1/4,True,good,rented,D-2018
"Tapaninvainio, malmi",3h+k+rt+kph+wc+...,apartment,77.0,238000,3091,1971,2/3,False,good,owned,E-2007
Etu-töölö,3h+k,apartment,83.4,651000,7806,1927,3/7,True,good,owned,F-2013
Kuninkaantammi,"3h, kt, s, lasi...",apartment,65.0,240000,3692,2018,2/4,True,good, ,C-2013
Munkkiniemi,"3 h, k, aula, k...",apartment,79.0,514000,6506,1937,3/6,True,good,owned,
Viikinmäki,"3h, k, s, khh, ...",apartment,84.5,360000,4260,2014,1/3,True,good,rented,C-2013
Ullanlinna,"3h,k,kph,s,eril...",apartment,109.0,1115000,10229,1929,7/7,True,good,owned,F-2013
Lauttasaari,3h+parvih+halli...,apartment,118.0,856000,7254,2015,1/5,True,good,owned,C-2013
Malmi,"3 h, k,  kh, p",apartment,65.0,145000,2231,1965,2/3,False,satisfactory,owned,F-2013
Kallio,"2-3h, avok, sau...",apartment,73.5,675000,9184,1894,5/5,True,good,owned,D-2018
Toukola,"3h, kph, khh, p...",apartment,74.3,435890,5867,1954,2/4,False,good,rented,F-2013
Taka-töölö,"3h, k, kph, eri...",apartment,78.0,487500,6250,1939,3/6,True,good,owned,F-2013
Siltamäki ,3h+k+s+lasit.parv.,apartment,79.5,223000,2805,1995,2/2,False,good,owned,C-2013
Munkkiniemi,3h+k+p,apartment,82.5,482000,5842,1938,5/6,True,good,owned,D-2018
Hakaniemi,2h+k,apartment,64.0,402000,6281,1938,5/7,True,satisfactory,owned,E-2013
Punavuori,3h+k+kph+wc+2vh,apartment,82.5,741000,8982,1923,5/7,True,good,owned,G-2013
Myllypuro,"3h, k, kph, vh,...",apartment,77.0,163000,2117,1965,3/4,False,satisfactory,rented,F
Herttoniemenranta,"3h, k, kph, s, ...",apartment,77.0,415000,5390,2010,3/7,True,good,rented,E-2013
Viikinmäki,"3 h, kt, kh, vh...",apartment,60.5,287700,4755,2022,2/3,True,good,rented,B-2018
Jakomäki,"3h,k,kph,s,eril...",rowhouse,68.0,220000,3235,1989,2/2,False,good,owned,F-2013
Hakuninmaa,3 h+ k+ s,apartment,68.5,213000,3109,1987,2/2,False,satisfactory,rented,F-2013
Helsinki,3h+k,apartment,76.0,632500,8322,1988,2/5,True,good,owned,
"Talinranta, munkkivuori","3h, k, kph, s, ...",apartment,78.5,270000,3439,1995,4/4,True,good,rented,F-2013
Punavuori,"3h, k, kph ",apartment,79.5,750000,9434,1928,2/5,True,good,owned,F
Kamppi,3h+k+rt+kph/s+w...,apartment,81.0,578000,7136,1988,3/8,True,good,rented,F-2013
Pihlajamäki,"3 h, avok, kph,...",apartment,64.0,137000,2141,1969,1/4,True,satisfactory,owned,G-2007
Katajanokka,"3h, avok, kph",apartment,69.0,734224,10641,1885,3/4,True,good,owned,G-2013
Punavuori,"3h, avok, kph, ...",apartment,72.5,530000,7310,1913,3/4,False,satisfactory,owned,E-2007
Kontula,3h+k+kph+wc+p (...,apartment,73.0,102000,1397,1967,2/3,False,satisfactory,rented,G-2013
Itäkeskus,"3h, k, kph, vh,...",apartment,74.5,172000,2309,1977,1/5,True,satisfactory,rented,E-2018
Lauttasaari,"3h, k, s, lasit...",apartment,81.0,715000,8827,2014,5/7,True,good,owned,C-2018
Vuosaari,"3h, avokeitti..",apartment,66.0,267859,4058,2001,3/7,True,good,rented,F-2013
Kontula,"3h, k, kph, vh,...",apartment,71.0,125000,1761,1968,1/8,True,good,rented,
Mellunmäki,"3 h, k, s, 2 pa...",apartment,74.0,170000,2297,1980,4/5,True,satisfactory,owned,E-2007
Kontula,3h+k+kph+p,apartment,77.5,194000,2503,1966,3/4,True,good,rented,G
Laajasalo,"3h, k, s, kph, ...",apartment,79.0,280000,3544,2000,2/3,False,good,owned,D-2007
Kamppi,"3h, avok, kph/w...",apartment,147.5,1090000,7390,1924,3/5,True,good,owned,C-2007
Haaga,"3h,k,kph,et,vh,...",apartment,57.0,302000,5298,1959,2/3,False,good,owned,A-2013
Mellunmäki,3h + k + parveke,apartment,69.5,150000,2158,1988,2/3,False,,rented,E-2013
Rastila,3h+k,apartment,73.5,199000,2707,1991,3/3,False,good,rented,E-2007
Munkkiniemi,"3h, halli, k, k...",apartment,80.0,456000,5700,1939,2/6,True,good,owned,E-2007
Länsi-pasila,3h+k+s+lasit.pa...,apartment,80.0,448000,5600,2008,6/7,True,good,owned,C-2007
Pitäjänmäki,"3h,k,tkh.saunao...",rowhouse,106.0,395000,3726,2002,1/2,False,good,owned,E
Alppila,3h+k,apartment,65.0,385000,5923,1985,2/4,True,good,owned,
Kontula,3h+k+las.parv,apartment,75.0,173500,2313,1965,2/3,False,good,rented,G-2013
Vuosaari,"3h, k, kph, s, ...",rowhouse,83.4,297000,3561,1986,2/2,False,good,owned,
Kruununhaka,3h+kt+2kph+s+wc,apartment,89.0,747000,8393,1927,3/7,True,good,owned,D-2007
Pasila,3h+kt,apartment,64.0,375600,5869,2021,5/8,True,good,rented,B-2018
Etelä-haaga,"3h, k, kph, vh,...",apartment,67.5,352000,5215,1965,2/3,False,good,owned,E-2007
Viikinmäki,3H+KT+S,apartment,70.5,405000,5745,2020,2/3,True,good,owned,C-2013
Töölö,"3h, keittiö...",apartment,74.0,425000,5743,1979,6/6,True,satisfactory,rented,C-2007
Sörnäinen,"3h, k, kph, s, ...",apartment,76.0,470000,6184,1999,2/12,True,good,owned,C-2013
Tammisalo,"3-4h, k, rt, kp...",rowhouse,79.5,350000,4403,1978,1/2,False,satisfactory,rented,
Arabianranta,3h+avok+kph+eri...,apartment,83.0,445000,5361,2008,2/6,True,good,rented,C-2013
Etu-töölö,"2-3 h, k, 2 kh",apartment,88.0,635200,7218,1923,6/6,True,good,owned,G-2013
Kallio,"3h, avok, parveke",apartment,64.0,385000,6016,1958,4/7,True,good,rented,F-2013
Konala,"3h, k, vh ja la...",apartment,68.0,220000,3235,1963,3/4,True,good,owned,F-2018
Kruununhaka,"3h, k, vh, kph, s",apartment,69.0,600000,8696,1924,3/3,True,good,owned,F-2013
Pihlajamäki,"3h, k, kph/saun...",rowhouse,75.0,223000,2973,1988,1/2,False,satisfactory,rented,E-2007
"Kalasatama, verkkosaari","3h, avokeitti..",apartment,76.5,588000,7686,2019,6/8,True,good,owned,C-2013
Töölö,3h+k+kph (yht. ...,apartment,76.7,540000,7040,1913,2/5,False,good,owned,E-2007
Länsi-pasila,3h+k+s+parv,apartment,77.0,325000,4221,1986,3/5,True,satisfactory,rented,F-2013
Etu-töölö,3h+k,apartment,100.0,663000,6630,1929,5/7,True,satisfactory,owned,F-2013
Lauttasaari,"3h, avok, p",apartment,56.0,435000,7768,1955,2/4,False,good,owned,F-2013
Töölö,"3h, k, kph, p",apartment,57.0,360000,6316,1940,2/6,True,good,owned,G-2013
Munkkiniemi,"3h, k, kph, par...",apartment,66.0,448000,6788,1956,4/6,True,good,owned,F-2018
Mellunmäki,3h+k+s,rowhouse,69.5,285000,4101,2017,2/2,False,good,rented,C-2013
Etu-töölö,3h+avok+kph+eri...,apartment,72.0,470000,6528,1929,5/7,True,good,owned,E-2018
Siltamäki,"3h, avokeitti..",rowhouse,72.5,310000,4276,2018,-1/2,False,good,rented,C-2013
Etelä-haaga,"3h, k, lasitett...",apartment,75.0,399000,5320,1956,2/3,False,good,owned,
Vanhankaupunginkoski,"3h, k, sauna, e...",apartment,77.0,407000,5286,2005,3/5,True,satisfactory,owned,F-2013
"Tapanila, tapaninvainio, malmi","3 h, avok, eril...",rowhouse,81.0,381000,4704,2018,2/2,False,good,rented,C-2013
Paloheinä,"3h, k, s, kph, ...",rowhouse,99.0,558000,5636,2015,1/1,False,good,owned,C-2013
Itäkeskus,3h+k,apartment,66.0,198918,3014,1978,4/4,True,,rented,D-2018
Viikinmäki,"3 h, avokeitti&...",apartment,57.0,299749,5259,2021,3/5,True,good,rented,C-2013
"Töölö,  taka-töölö, meilahti",3h+keittiö,apartment,62.0,388000,6258,1939,5/6,True,good,owned,G-2013
Lassila,"3h, k, kph, ter...",apartment,67.0,229000,3418,1980,1/5,True,satisfactory,owned,E-2007
Siltamäki,3h+k+kph+piha,apartment,74.5,214000,2872,1987,1/2,False,good,rented,D-2018
Punavuori,"3h,k, lasitettu...",apartment,78.0,581000,7449,1971,5/6,True,good,owned,G-2013
Suurmetsä,3h+k+kph+wc+parv,apartment,80.0,112000,1400,1973,3/3,False,satisfactory,rented,F-2013
Laajasalo,3h+k+kph+parvek...,apartment,64.5,280000,4341,1966,5/5,True,good,owned,G-2007
Mellunkylä,3H+KT,apartment,66.0,244000,3697,2018,1/5,True,good,rented,C-2013
Vuosaari,"3h, k, kph, s, ...",apartment,73.5,285100,3879,2005,3/4,True,good,owned,D-2007
Aurinkolahti,"3h, k, s + las....",apartment,73.5,340000,4626,2007,3/3,True,good,owned,C-2007
Pasila,"3h, keittiö...",apartment,74.0,275000,3716,1975,5/7,True,satisfactory,rented,G-2013
Laajasalo,"3h, k, kph/wc, ...",apartment,76.5,273000,3569,1967,3/4,False,good,rented,F-2007
Lauttasaari,"3h, avok, p",apartment,58.0,450000,7759,1970,6/8,True,satisfactory,owned,E-2013
Tapulikaupunki,3h+k,apartment,64.5,150000,2326,1981,2/6,True,satisfactory,owned,E-2007
Munkkivuori,"3h, k, kph, vh,...",apartment,65.2,304519,4671,1957,1/3,False,,rented,E-2007
